OBJECTID,STATEFP,COUNTYFP,TRACTCE,BLKGRPCE,GEOID,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
6702,48,201,221501,1,482012215011,Block Group 1,G5030,S,1150937,363,+29.8672316,-095.3880389
6703,48,201,313901,1,482013139011,Block Group 1,G5030,S,712630,0,+29.6994333,-095.3835237
6704,48,201,314003,3,482013140033,Block Group 3,G5030,S,237785,0,+29.6887184,-095.4015847
6705,48,201,314402,2,482013144022,Block Group 2,G5030,S,1738656,4179,+29.6870467,-095.4087255
6706,48,201,412201,2,482014122012,Block Group 2,G5030,S,424006,0,+29.7118940,-095.4077526
6707,48,201,411902,1,482014119021,Block Group 1,G5030,S,840568,0,+29.7266021,-095.3929645
6708,48,201,313801,2,482013138012,Block Group 2,G5030,S,337861,0,+29.6860990,-095.3696525
6709,48,201,350604,1,482013506041,Block Group 1,G5030,S,258099,0,+29.5448465,-095.1897970
6710,48,201,222504,2,482012225042,Block Group 2,G5030,S,117389,0,+29.9228732,-095.4066684
6711,48,201,350604,3,482013506043,Block Group 3,G5030,S,721494,0,+29.5438312,-095.1852420
6712,48,201,410801,1,482014108011,Block Group 1,G5030,S,204835,0,+29.7364202,-095.4084593
6713,48,201,410502,1,482014105021,Block Group 1,G5030,S,240430,0,+29.7490606,-095.3873155
6714,48,201,511003,1,482015110031,Block Group 1,G5030,S,150716,0,+29.8000788,-095.4355412
6715,48,201,511100,3,482015111003,Block Group 3,G5030,S,691190,9393,+29.8065459,-095.4312629
6716,48,201,511201,1,482015112011,Block Group 1,G5030,S,470600,0,+29.7958654,-095.4142892
6717,48,201,421103,1,482014211031,Block Group 1,G5030,S,326209,0,+29.7182901,-095.4806352
6718,48,201,432705,3,482014327053,Block Group 3,G5030,S,83114,0,+29.7269462,-095.4994870
6719,48,201,410706,1,482014107061,Block Group 1,G5030,S,431700,0,+29.7361984,-095.3850116
6720,48,201,511100,1,482015111001,Block Group 1,G5030,S,613491,0,+29.8109281,-095.4199412
6721,48,201,332000,2,482013320002,Block Group 2,G5030,S,1173230,0,+29.6736726,-095.3510803
6722,48,201,533302,1,482015333021,Block Group 1,G5030,S,74655,0,+29.8867192,-095.4222992
6723,48,201,453501,4,482014535014,Block Group 4,G5030,S,685049,1188,+29.6630670,-095.5866388
6724,48,201,421104,1,482014211041,Block Group 1,G5030,S,91554,0,+29.7211686,-095.4784227
6725,48,201,431401,2,482014314012,Block Group 2,G5030,S,218681,0,+29.7421294,-095.4838531
6726,48,201,432005,1,482014320051,Block Group 1,G5030,S,75130,0,+29.7336436,-095.4926621
6727,48,201,432005,3,482014320053,Block Group 3,G5030,S,123627,0,+29.7361298,-095.4941548
6728,48,201,431206,2,482014312062,Block Group 2,G5030,S,255279,6042,+29.7418011,-095.5165927
6729,48,201,431205,1,482014312051,Block Group 1,G5030,S,113906,0,+29.7391051,-095.5197625
6730,48,201,333801,3,482013338013,Block Group 3,G5030,S,4297283,77750,+29.6177853,-095.2911513
6731,48,201,342500,2,482013425002,Block Group 2,G5030,S,2459939,0,+29.7060816,-095.1342117
6732,48,201,322701,2,482013227012,Block Group 2,G5030,S,417485,0,+29.6971668,-095.1667616
6733,48,201,554808,1,482015548081,Block Group 1,G5030,S,1009167,51898,+30.0279826,-095.5688792
6734,48,201,554809,3,482015548093,Block Group 3,G5030,S,2511599,83638,+30.0350300,-095.5662228
6735,48,201,554906,2,482015549062,Block Group 2,G5030,S,801635,0,+30.0575890,-095.5002835
6736,48,201,553803,2,482015538032,Block Group 2,G5030,S,1240758,0,+30.0328533,-095.5142247
6737,48,201,553700,3,482015537003,Block Group 3,G5030,S,698170,0,+30.0164752,-095.5157364
6738,48,201,553404,1,482015534041,Block Group 1,G5030,S,869184,0,+30.0438890,-095.4584304
6739,48,201,532004,4,482015320044,Block Group 4,G5030,S,638988,17498,+29.8443098,-095.4629524
6740,48,201,541007,3,482015410073,Block Group 3,G5030,S,1256830,0,+29.9388159,-095.6724194
6741,48,201,555505,2,482015555052,Block Group 2,G5030,S,2732042,27234,+30.0123256,-095.6328615
6742,48,201,250305,3,482012503053,Block Group 3,G5030,S,498733,0,+29.9661822,-095.2144555
6743,48,201,251000,3,482012510003,Block Group 3,G5030,S,3762648,1212597,+30.0346082,-095.1886074
6744,48,201,520601,2,482015206012,Block Group 2,G5030,S,1608813,0,+29.8178783,-095.4925581
6745,48,201,552101,2,482015521012,Block Group 2,G5030,S,1281765,42260,+29.9189062,-095.6212759
6746,48,201,240903,1,482012409031,Block Group 1,G5030,S,585647,0,+30.0186445,-095.3012994
6747,48,201,240904,4,482012409044,Block Group 4,G5030,S,954619,0,+30.0082837,-095.3024025
6748,48,201,241001,3,482012410013,Block Group 3,G5030,S,1343369,17372,+30.0357213,-095.3380706
6749,48,201,241002,2,482012410022,Block Group 2,G5030,S,2868545,60672,+30.0406993,-095.3311585
6750,48,201,241501,1,482012415011,Block Group 1,G5030,S,6339910,27158,+29.9659095,-095.2891756
6751,48,201,222900,5,482012229005,Block Group 5,G5030,S,907593,8326,+29.9173735,-095.3348645
6752,48,201,240506,3,482012405063,Block Group 3,G5030,S,251320,0,+29.9555797,-095.3967414
6753,48,201,553901,1,482015539011,Block Group 1,G5030,S,1154348,0,+30.0329738,-095.5481965
6754,48,201,551705,5,482015517055,Block Group 5,G5030,S,616279,0,+29.9132478,-095.5782118
6755,48,201,552303,1,482015523031,Block Group 1,G5030,S,857793,1609,+29.9588406,-095.5892540
6756,48,201,552304,2,482015523042,Block Group 2,G5030,S,1365716,6242,+29.9692085,-095.6026230
6757,48,201,553002,3,482015530023,Block Group 3,G5030,S,1727615,60121,+30.0147440,-095.4791128
6758,48,201,421101,3,482014211013,Block Group 3,G5030,S,248897,0,+29.7193029,-095.4743613
6759,48,201,432705,1,482014327051,Block Group 1,G5030,S,328068,0,+29.7247069,-095.4953977
6760,48,201,333501,2,482013335012,Block Group 2,G5030,S,339305,0,+29.6687698,-095.2792655
6761,48,201,333302,1,482013333021,Block Group 1,G5030,S,2609959,8828,+29.6455686,-095.2559675
6762,48,201,552902,2,482015529022,Block Group 2,G5030,S,843355,6795,+29.9853744,-095.5139447
6763,48,201,533301,1,482015333011,Block Group 1,G5030,S,1284067,4118,+29.8739705,-095.4161652
6764,48,201,314402,1,482013144021,Block Group 1,G5030,S,160133,2503,+29.6938710,-095.4107905
6765,48,201,412201,3,482014122013,Block Group 3,G5030,S,365289,0,+29.7082414,-095.4083281
6766,48,201,431505,1,482014315051,Block Group 1,G5030,S,127667,0,+29.7518295,-095.4842905
6767,48,201,431204,1,482014312041,Block Group 1,G5030,S,275896,0,+29.7405868,-095.5030097
6768,48,201,520302,2,482015203022,Block Group 2,G5030,S,573178,0,+29.7976750,-095.4805572
6769,48,201,520301,1,482015203011,Block Group 1,G5030,S,539275,0,+29.7995102,-095.4719142
6770,48,201,410704,1,482014107041,Block Group 1,G5030,S,197774,0,+29.7403505,-095.3860373
6771,48,201,511003,2,482015110032,Block Group 2,G5030,S,803570,0,+29.7942834,-095.4334030
6772,48,201,511202,2,482015112022,Block Group 2,G5030,S,660023,0,+29.8026888,-095.4172455
6773,48,201,410900,1,482014109001,Block Group 1,G5030,S,374979,163,+29.7330410,-095.4057346
6774,48,201,432706,2,482014327062,Block Group 2,G5030,S,452041,0,+29.7288081,-095.4916083
6775,48,201,511501,2,482015115012,Block Group 2,G5030,S,507980,0,+29.8074718,-095.4026257
6776,48,201,350803,2,482013508032,Block Group 2,G5030,S,321920,0,+29.5284076,-095.1595201
6777,48,201,221601,1,482012216011,Block Group 1,G5030,S,686243,0,+29.8929975,-095.4087305
6778,48,201,432003,2,482014320032,Block Group 2,G5030,S,148790,0,+29.7364278,-095.4871215
6779,48,201,431303,1,482014313031,Block Group 1,G5030,S,144747,0,+29.7390844,-095.4986603
6780,48,201,432102,1,482014321021,Block Group 1,G5030,S,631091,0,+29.7345864,-095.5092029
6781,48,201,323400,5,482013234005,Block Group 5,G5030,S,350076,0,+29.6804772,-095.2015322
6782,48,201,332900,1,482013329001,Block Group 1,G5030,S,1078864,0,+29.6883750,-095.2882412
6783,48,201,240505,1,482012405051,Block Group 1,G5030,S,51386,0,+29.9510306,-095.3965443
6784,48,201,551501,3,482015515013,Block Group 3,G5030,S,1886172,436,+29.9532344,-095.5477032
6785,48,201,252003,2,482012520032,Block Group 2,G5030,S,5009019,8266780,+29.9630637,-095.1583943
6786,48,201,250404,3,482012504043,Block Group 3,G5030,S,1055037,369538,+29.9858990,-095.1444816
6787,48,201,241302,3,482012413023,Block Group 3,G5030,S,4566358,21922,+30.0584637,-095.4162491
6788,48,201,240904,1,482012409041,Block Group 1,G5030,S,5965406,111014,+30.0193363,-095.2726596
6789,48,201,250601,1,482012506011,Block Group 1,G5030,S,1044211,0,+29.9910792,-095.2711936
6790,48,201,241201,2,482012412012,Block Group 2,G5030,S,534444,0,+30.0418471,-095.3963537
6791,48,201,241105,1,482012411051,Block Group 1,G5030,S,434409,0,+30.0449510,-095.3641619
6792,48,201,554809,1,482015548091,Block Group 1,G5030,S,2583112,9861,+30.0742345,-095.5685290
6793,48,201,532102,2,482015321022,Block Group 2,G5030,S,175413,0,+29.8476314,-095.4743013
6794,48,201,532302,1,482015323021,Block Group 1,G5030,S,3044512,316,+29.8547163,-095.4956613
6795,48,201,550603,4,482015506034,Block Group 4,G5030,S,281137,0,+29.9616576,-095.4736324
6796,48,201,350104,1,482013501041,Block Group 1,G5030,S,2025257,30562,+29.5879483,-095.2492388
6797,48,201,551601,1,482015516011,Block Group 1,G5030,S,1000869,1972,+29.9309254,-095.5548471
6798,48,201,410401,4,482014104014,Block Group 4,G5030,S,233475,0,+29.7499729,-095.4050879
6799,48,201,411504,1,482014115041,Block Group 1,G5030,S,470572,0,+29.7378704,-095.4323856
6800,48,201,411504,2,482014115042,Block Group 2,G5030,S,461685,0,+29.7328676,-095.4335312
6801,48,201,411506,2,482014115062,Block Group 2,G5030,S,195253,0,+29.7308882,-095.4389332
6802,48,201,411505,2,482014115052,Block Group 2,G5030,S,467716,0,+29.7328324,-095.4447139
6803,48,201,550306,1,482015503061,Block Group 1,G5030,S,801019,565,+29.9912789,-095.4384252
6804,48,201,550201,2,482015502012,Block Group 2,G5030,S,333386,0,+29.9631552,-095.4260010
6805,48,201,540700,3,482015407003,Block Group 3,G5030,S,440229,0,+29.8615875,-095.6145665
6806,48,201,540101,1,482015401011,Block Group 1,G5030,S,1373679,1599,+29.8566965,-095.6014057
6807,48,201,454802,3,482014548023,Block Group 3,G5030,S,635153,0,+29.7641519,-095.7437272
6808,48,201,555002,2,482015550022,Block Group 2,G5030,S,2162748,2230,+30.0630153,-095.4845046
6809,48,201,520603,2,482015206032,Block Group 2,G5030,S,183292,0,+29.8049379,-095.4869603
6810,48,201,554103,1,482015541031,Block Group 1,G5030,S,642219,0,+30.0149779,-095.5533482
6811,48,201,250201,1,482012502011,Block Group 1,G5030,S,1294771,4039,+29.9433590,-095.2624980
6812,48,201,532302,3,482015323023,Block Group 3,G5030,S,615706,0,+29.8606261,-095.5028177
6813,48,201,532004,1,482015320041,Block Group 1,G5030,S,146284,4852,+29.8559602,-095.4652169
6814,48,201,541008,1,482015410081,Block Group 1,G5030,S,4151748,43848,+29.9245170,-095.6566218
6815,48,201,454802,2,482014548022,Block Group 2,G5030,S,397971,0,+29.7681857,-095.7477294
6816,48,201,540700,4,482015407004,Block Group 4,G5030,S,2899414,12420,+29.8701751,-095.6171762
6817,48,201,454600,3,482014546003,Block Group 3,G5030,S,1006495,0,+29.7787409,-095.7425239
6818,48,201,542003,2,482015420032,Block Group 2,G5030,S,693157,0,+29.8113001,-095.7082510
6819,48,201,552702,1,482015527021,Block Group 1,G5030,S,749638,0,+29.9803975,-095.5528658
6820,48,201,240704,3,482012407043,Block Group 3,G5030,S,1282324,0,+30.0155196,-095.4242598
6821,48,201,552701,2,482015527012,Block Group 2,G5030,S,747600,6601,+29.9696194,-095.5501072
6822,48,201,553901,2,482015539012,Block Group 2,G5030,S,1138501,0,+30.0373857,-095.5397263
6823,48,201,530101,1,482015301011,Block Group 1,G5030,S,151118,0,+29.8156294,-095.4478229
6824,48,201,534204,1,482015342041,Block Group 1,G5030,S,437154,0,+29.8869857,-095.5393700
6825,48,201,453902,3,482014539023,Block Group 3,G5030,S,321683,0,+29.6791964,-095.6193259
6826,48,201,452602,2,482014526022,Block Group 2,G5030,S,936951,0,+29.7080238,-095.6291054
6827,48,201,454505,1,482014545051,Block Group 1,G5030,S,2979577,47734,+29.7801047,-095.7039990
6828,48,201,541701,2,482015417012,Block Group 2,G5030,S,692190,0,+29.8329328,-095.6519697
6829,48,201,551102,4,482015511024,Block Group 4,G5030,S,331310,0,+29.9765526,-095.4771190
6830,48,201,223002,3,482012230023,Block Group 3,G5030,S,209220,0,+29.9045026,-095.3272588
6831,48,201,554302,3,482015543023,Block Group 3,G5030,S,321515,0,+29.9807724,-095.6022655
6832,48,201,520502,3,482015205023,Block Group 3,G5030,S,415795,0,+29.8314448,-095.4858103
6833,48,201,554408,3,482015544083,Block Group 3,G5030,S,3416892,15368,+29.9963367,-095.6709997
6834,48,201,521501,1,482015215011,Block Group 1,G5030,S,196229,0,+29.8274878,-095.5246901
6835,48,201,330301,1,482013303011,Block Group 1,G5030,S,742976,0,+29.6331257,-095.4785170
6836,48,201,250304,1,482012503041,Block Group 1,G5030,S,1842801,321,+29.9703257,-095.2269447
6837,48,201,550405,1,482015504051,Block Group 1,G5030,S,1174188,1802,+29.9987917,-095.4694218
6838,48,201,350103,2,482013501032,Block Group 2,G5030,S,817083,0,+29.5818404,-095.2427123
6839,48,201,540101,2,482015401012,Block Group 2,G5030,S,2457876,2400,+29.8580429,-095.5893881
6840,48,201,522002,2,482015220022,Block Group 2,G5030,S,417716,0,+29.8286991,-095.5288936
6841,48,201,550308,1,482015503081,Block Group 1,G5030,S,771609,0,+29.9857004,-095.4278828
6842,48,201,541005,3,482015410053,Block Group 3,G5030,S,392708,0,+29.9050515,-095.6359910
6843,48,201,554409,2,482015544092,Block Group 2,G5030,S,1179047,1722,+29.9769485,-095.6607810
6844,48,201,232801,2,482012328012,Block Group 2,G5030,S,712910,3869,+29.7880273,-095.1983573
6845,48,201,232304,2,482012323042,Block Group 2,G5030,S,4005253,14794,+29.8373468,-095.2231575
6846,48,201,311702,1,482013117021,Block Group 1,G5030,S,1108917,0,+29.7010603,-095.2990496
6847,48,201,220702,1,482012207021,Block Group 1,G5030,S,530092,0,+29.8335636,-095.3458268
6848,48,113,016805,2,481130168052,Block Group 2,G5030,S,1426311,0,+32.5957676,-096.8155861
6849,48,113,005500,3,481130055003,Block Group 3,G5030,S,1335920,0,+32.7292818,-096.7930726
6850,48,113,017201,2,481130172012,Block Group 2,G5030,S,885744,0,+32.7297021,-096.6180281
6851,48,113,016529,2,481130165292,Block Group 2,G5030,S,2864152,0,+32.6205897,-096.9632338
6852,48,113,011604,2,481130116042,Block Group 2,G5030,S,2953508,11011,+32.6948829,-096.6543117
6853,48,113,017315,1,481130173151,Block Group 1,G5030,S,1037110,2029,+32.7141097,-096.5921205
6854,48,113,017311,2,481130173112,Block Group 2,G5030,S,586853,0,+32.7584868,-096.5767825
6855,48,113,017312,1,481130173121,Block Group 1,G5030,S,501916,0,+32.7492789,-096.5799204
6856,48,113,018145,2,481130181452,Block Group 2,G5030,S,2376084,2553276,+32.8771593,-096.5546260
6857,48,113,017313,2,481130173132,Block Group 2,G5030,S,5586534,0,+32.7100077,-096.5419948
6858,48,113,018156,1,481130181561,Block Group 1,G5030,S,595129,0,+32.9119738,-096.5731079
6859,48,113,018149,2,481130181492,Block Group 2,G5030,S,1052209,0,+32.9178293,-096.5286421
6860,48,113,011604,1,481130116041,Block Group 1,G5030,S,2095135,1206,+32.6823162,-096.6443796
6861,48,113,018155,2,481130181552,Block Group 2,G5030,S,3166265,17233,+32.9618511,-096.5776546
6862,48,113,017010,1,481130170101,Block Group 1,G5030,S,3094604,21089,+32.6734490,-096.5877315
6863,48,113,017010,2,481130170102,Block Group 2,G5030,S,1617334,23485,+32.6857866,-096.5800987
6864,48,113,005902,3,481130059023,Block Group 3,G5030,S,897434,0,+32.6906604,-096.8178816
6865,48,113,016902,2,481130169022,Block Group 2,G5030,S,3859883,14071,+32.6604493,-096.7038769
6866,48,113,008401,2,481130084012,Block Group 2,G5030,S,1129048,0,+32.7699854,-096.7136979
6867,48,113,017008,2,481130170082,Block Group 2,G5030,S,2902023,4297,+32.6540368,-096.5300908
6868,48,113,017309,2,481130173092,Block Group 2,G5030,S,1106469,0,+32.7341968,-096.5376712
6869,48,113,016629,1,481130166291,Block Group 1,G5030,S,472470,0,+32.5930350,-096.9287448
6870,48,113,018144,1,481130181441,Block Group 1,G5030,S,1056224,0,+32.9396782,-096.5280551
6871,48,113,018129,3,481130181293,Block Group 3,G5030,S,1185302,0,+32.8442260,-096.6134090
6872,48,113,018148,1,481130181481,Block Group 1,G5030,S,329701,0,+32.8515924,-096.5973267
6873,48,113,009105,1,481130091051,Block Group 1,G5030,S,620708,0,+32.7389646,-096.6865120
6874,48,113,016524,2,481130165242,Block Group 2,G5030,S,7079178,30552,+32.5848142,-096.9723118
6875,48,113,018159,2,481130181592,Block Group 2,G5030,S,21560472,5814244,+32.8158074,-096.5513513
6876,48,113,018146,1,481130181461,Block Group 1,G5030,S,1401763,0,+32.8893582,-096.5764283
6877,48,113,011202,1,481130112021,Block Group 1,G5030,S,767241,0,+32.6792573,-096.8103788
6878,48,113,009001,1,481130090011,Block Group 1,G5030,S,851331,0,+32.7591867,-096.6778567
6879,48,113,009002,1,481130090021,Block Group 1,G5030,S,553278,0,+32.7519018,-096.6784355
6880,48,113,018507,2,481130185072,Block Group 2,G5030,S,140697,0,+32.9080055,-096.7210577
6881,48,113,019045,1,481130190451,Block Group 1,G5030,S,288150,0,+32.9190353,-096.7030787
6882,48,113,019047,2,481130190472,Block Group 2,G5030,S,360175,0,+32.9296148,-096.6784187
6883,48,113,012802,1,481130128021,Block Group 1,G5030,S,1427947,0,+32.8539974,-096.6908874
6884,48,113,016530,1,481130165301,Block Group 1,G5030,S,2615998,3623,+32.6124325,-096.9302687
6885,48,113,016630,2,481130166302,Block Group 2,G5030,S,2103913,0,+32.6106493,-096.9157453
6886,48,113,016631,1,481130166311,Block Group 1,G5030,S,2567396,11987,+32.6002160,-096.8952371
6887,48,113,008402,1,481130084021,Block Group 1,G5030,S,916502,0,+32.7771075,-096.7090553
6888,48,113,016531,2,481130165312,Block Group 2,G5030,S,1068950,0,+32.6371115,-096.9175283
6889,48,113,019051,2,481130190512,Block Group 2,G5030,S,2688376,0,+32.9786077,-096.6027013
6890,48,113,009204,2,481130092042,Block Group 2,G5030,S,741343,0,+32.7453464,-096.6776051
6891,48,113,009002,3,481130090023,Block Group 3,G5030,S,489362,0,+32.7584556,-096.6704131
6892,48,113,009203,2,481130092032,Block Group 2,G5030,S,760268,14813,+32.7382490,-096.6710888
6893,48,201,220600,3,482012206003,Block Group 3,G5030,S,629452,0,+29.8411897,-095.3613872
6894,48,201,220701,3,482012207013,Block Group 3,G5030,S,796094,0,+29.8433483,-095.3538427
6895,48,201,220702,3,482012207023,Block Group 3,G5030,S,1019836,0,+29.8253110,-095.3510369
6896,48,201,210600,3,482012106003,Block Group 3,G5030,S,1143094,0,+29.8073372,-095.3694152
6897,48,201,210600,1,482012106001,Block Group 1,G5030,S,554443,0,+29.8104679,-095.3614505
6898,48,201,341001,3,482013410013,Block Group 3,G5030,S,757062,0,+29.5488656,-095.1349129
6899,48,201,251903,3,482012519033,Block Group 3,G5030,S,12270392,4003904,+29.9581120,-095.1168280
6900,48,201,322702,2,482013227022,Block Group 2,G5030,S,480099,0,+29.7018952,-095.1668265
6901,48,201,431902,2,482014319022,Block Group 2,G5030,S,333060,0,+29.7335925,-095.4641122
6902,48,201,431902,1,482014319021,Block Group 1,G5030,S,592691,0,+29.7381049,-095.4641335
6903,48,201,431803,2,482014318032,Block Group 2,G5030,S,165367,0,+29.7433050,-095.4656238
6904,48,201,431804,1,482014318041,Block Group 1,G5030,S,671115,699,+29.7442627,-095.4592033
6905,48,201,431804,3,482014318043,Block Group 3,G5030,S,232010,0,+29.7540650,-095.4593710
6906,48,201,431701,2,482014317012,Block Group 2,G5030,S,519650,15359,+29.7584522,-095.4618371
6907,48,201,431702,2,482014317022,Block Group 2,G5030,S,1069855,0,+29.7595859,-095.4703775
6908,48,201,431701,1,482014317011,Block Group 1,G5030,S,396551,12314,+29.7641943,-095.4653726
6909,48,201,430102,1,482014301021,Block Group 1,G5030,S,2310699,34341,+29.7717463,-095.4649000
6910,48,201,430101,3,482014301013,Block Group 3,G5030,S,415895,0,+29.7817100,-095.4717386
6911,48,201,430101,2,482014301012,Block Group 2,G5030,S,775351,0,+29.7806349,-095.4622158
6912,48,201,430101,1,482014301011,Block Group 1,G5030,S,300170,0,+29.7772272,-095.4572600
6913,48,201,510902,2,482015109022,Block Group 2,G5030,S,3553061,9991,+29.7867785,-095.4399338
6914,48,201,510802,1,482015108021,Block Group 1,G5030,S,6671862,71187,+29.7713829,-095.4386021
6915,48,201,510801,2,482015108012,Block Group 2,G5030,S,295680,0,+29.7684047,-095.4182205
6916,48,201,313400,3,482013134003,Block Group 3,G5030,S,528984,0,+29.6943743,-095.3365194
6917,48,201,232704,1,482012327041,Block Group 1,G5030,S,1628865,39103,+29.7977850,-095.2118128
6918,48,201,232703,2,482012327032,Block Group 2,G5030,S,593741,0,+29.7731385,-095.2219755
6919,48,201,232500,2,482012325002,Block Group 2,G5030,S,4606628,72432,+29.8077716,-095.2297705
6920,48,201,341102,2,482013411022,Block Group 2,G5030,S,1592434,0,+29.5466012,-095.1196881
6921,48,201,431901,1,482014319011,Block Group 1,G5030,S,143835,0,+29.7305866,-095.4652554
6922,48,201,431506,1,482014315061,Block Group 1,G5030,S,324449,0,+29.7597353,-095.4798413
6923,48,201,233103,4,482012331034,Block Group 4,G5030,S,398126,0,+29.7794981,-095.1795263
6924,48,201,233105,1,482012331051,Block Group 1,G5030,S,1065267,2549,+29.7760789,-095.1609948
6925,48,201,232902,1,482012329021,Block Group 1,G5030,S,423965,0,+29.7979368,-095.1898878
6926,48,201,510601,1,482015106011,Block Group 1,G5030,S,416520,0,+29.7733226,-095.4064192
6927,48,201,510602,2,482015106022,Block Group 2,G5030,S,448276,0,+29.7758814,-095.4149656
6928,48,201,340900,3,482013409003,Block Group 3,G5030,S,214591,0,+29.5676546,-095.1486880
6929,48,201,231200,2,482012312002,Block Group 2,G5030,S,584787,0,+29.8540626,-095.2580631
6930,48,201,232306,2,482012323062,Block Group 2,G5030,S,1806055,1447,+29.8406860,-095.2083296
6931,48,201,510400,1,482015104001,Block Group 1,G5030,S,409840,0,+29.7862035,-095.3898350
6932,48,201,510302,2,482015103022,Block Group 2,G5030,S,348800,0,+29.7893810,-095.3816413
6933,48,201,333204,2,482013332042,Block Group 2,G5030,S,83342,0,+29.6596620,-095.2756313
6934,48,201,220500,4,482012205004,Block Group 4,G5030,S,290104,0,+29.8363102,-095.3804872
6935,48,201,320202,1,482013202021,Block Group 1,G5030,S,344548,0,+29.6917124,-095.2744607
6936,48,201,320700,1,482013207001,Block Group 1,G5030,S,2502964,0,+29.6678299,-095.2527371
6937,48,201,312902,2,482013129022,Block Group 2,G5030,S,580755,0,+29.7157415,-095.3661642
6938,48,201,421601,2,482014216012,Block Group 2,G5030,S,177321,0,+29.7015350,-095.4877436
6939,48,201,421602,1,482014216021,Block Group 1,G5030,S,162369,0,+29.7041868,-095.4840927
6940,48,201,421501,1,482014215011,Block Group 1,G5030,S,243768,0,+29.7071019,-095.4797747
6941,48,201,423002,1,482014230021,Block Group 1,G5030,S,930690,53770,+29.6760958,-095.5215429
6942,48,201,422800,2,482014228002,Block Group 2,G5030,S,386414,0,+29.6843506,-095.5180143
6943,48,201,423002,2,482014230022,Block Group 2,G5030,S,463915,0,+29.6809182,-095.5142691
6944,48,201,423001,1,482014230011,Block Group 1,G5030,S,389790,7718,+29.6856750,-095.5093020
6945,48,201,422601,3,482014226013,Block Group 3,G5030,S,347011,0,+29.6848977,-095.5060592
6946,48,201,422602,2,482014226022,Block Group 2,G5030,S,381233,0,+29.6853320,-095.5012540
6947,48,201,422403,2,482014224032,Block Group 2,G5030,S,452982,0,+29.6619278,-095.4944857
6948,48,201,422502,1,482014225021,Block Group 1,G5030,S,646361,0,+29.6700821,-095.4972559
6949,48,201,422406,1,482014224061,Block Group 1,G5030,S,295196,0,+29.6621998,-095.5025600
6950,48,201,422406,2,482014224062,Block Group 2,G5030,S,323682,0,+29.6618182,-095.5054229
6951,48,201,413301,1,482014133011,Block Group 1,G5030,S,435956,12287,+29.6916012,-095.4216821
6952,48,201,413000,3,482014130003,Block Group 3,G5030,S,449045,0,+29.6998327,-095.4392275
6953,48,201,541801,1,482015418011,Block Group 1,G5030,S,822551,0,+29.7962100,-095.7090283
6954,48,201,542402,4,482015424024,Block Group 4,G5030,S,267399,0,+29.7990928,-095.7333873
6955,48,201,541401,2,482015414012,Block Group 2,G5030,S,752348,0,+29.8540385,-095.6493531
6956,48,201,541702,2,482015417022,Block Group 2,G5030,S,2198058,429,+29.7874536,-095.6688113
6957,48,201,554409,3,482015544093,Block Group 3,G5030,S,2535306,76024,+29.9703453,-095.6796950
6958,48,201,543004,1,482015430041,Block Group 1,G5030,S,21259639,582702,+29.9772627,-095.7521947
6959,48,201,422304,1,482014223041,Block Group 1,G5030,S,297957,0,+29.6493757,-095.5018457
6960,48,201,422404,2,482014224042,Block Group 2,G5030,S,92799,0,+29.6553458,-095.5029519
6961,48,201,422404,1,482014224041,Block Group 1,G5030,S,365034,0,+29.6548707,-095.4955654
6962,48,201,542902,4,482015429024,Block Group 4,G5030,S,477330,0,+29.8036752,-095.7875295
6963,48,201,542600,3,482015426003,Block Group 3,G5030,S,598135,0,+29.7981587,-095.7896017
6964,48,201,542401,2,482015424012,Block Group 2,G5030,S,205704,0,+29.7935339,-095.7266350
6965,48,201,542500,2,482015425002,Block Group 2,G5030,S,3509994,0,+29.7922306,-095.7637897
6966,48,201,542901,1,482015429011,Block Group 1,G5030,S,809317,0,+29.8068925,-095.7647190
6967,48,201,422602,1,482014226021,Block Group 1,G5030,S,834588,0,+29.6878602,-095.4961186
6968,48,201,421602,3,482014216023,Block Group 3,G5030,S,231199,0,+29.7014033,-095.4836545
6969,48,201,413206,1,482014132061,Block Group 1,G5030,S,122563,4055,+29.6990392,-095.4163528
6970,48,201,412202,2,482014122022,Block Group 2,G5030,S,355937,0,+29.7073366,-095.4154528
6971,48,201,413205,1,482014132051,Block Group 1,G5030,S,300274,0,+29.7031646,-095.4205660
6972,48,201,541703,2,482015417032,Block Group 2,G5030,S,340844,0,+29.7955529,-095.6847851
6973,48,201,541802,1,482015418021,Block Group 1,G5030,S,829811,0,+29.7970212,-095.6938226
6974,48,201,541702,1,482015417021,Block Group 1,G5030,S,498082,0,+29.7869912,-095.6511959
6975,48,201,542902,3,482015429023,Block Group 3,G5030,S,2594755,9352,+29.8087456,-095.7848698
6976,48,201,542901,4,482015429014,Block Group 4,G5030,S,1283266,0,+29.8106000,-095.7694285
6977,48,201,555701,1,482015557011,Block Group 1,G5030,S,1858990,0,+29.9946817,-095.7285599
6978,48,201,422502,2,482014225022,Block Group 2,G5030,S,353827,0,+29.6684187,-095.5041957
6979,48,201,541604,3,482015416043,Block Group 3,G5030,S,3037974,72456,+29.8390075,-095.6932583
6980,48,201,413203,1,482014132031,Block Group 1,G5030,S,245909,3798,+29.7032683,-095.4257110
6981,48,201,542004,2,482015420042,Block Group 2,G5030,S,686376,0,+29.8064197,-095.7123905
